,Player,Team Name,Position,Year,Games Played,Games Started,Field Goals Made,Minutes,Free Throws,Points,Blocks,Blocked Attempts,Personal Fouls,Assists,Turnovers,Assists Turnover Ratio,Steals,Three Pointers,Two Pointers,Rebounds
0,Steve Nash,Los Angeles Lakers,G,2013,15,10,36,313.0,22,102,2,4,18,86,31,2.77,7,8,28,29
1,Ben Gordon,Charlotte Hornets,G,2013,19,0,37,279.0,17,99,2,10,18,21,21,1.0,10,8,29,27
2,Justin Hamilton,Charlotte Hornets,C-F,2013,1,0,0,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0
3,Cody Zeller,Charlotte Hornets,C,2013,82,3,172,1417.0,146,490,41,43,170,92,87,1.06,40,0,172,353
4,Michael Kidd-Gilchrist,Charlotte Hornets,F,2013,62,62,167,1502.0,113,448,39,38,145,52,60,0.87,43,1,166,324
5,Glen Rice Jr.,Washington Wizards,G-F,2013,11,1,11,109.0,5,32,1,1,7,7,9,0.78,6,5,6,20
6,Drew Gooden,Washington Wizards,F,2013,22,0,76,395.0,24,183,7,9,53,15,17,0.88,10,7,69,114
7,Chris Singleton,Washington Wizards,F,2013,25,0,25,250.0,18,75,3,5,25,6,17,0.35,9,7,18,55
8,John Wall,Washington Wizards,G,2013,82,82,579,2980.0,317,1583,40,53,219,721,295,2.44,149,108,471,333
9,Otto Porter Jr.,Washington Wizards,F,2013,37,0,33,319.0,8,78,1,3,26,10,14,0.71,8,4,29,57
10,Trevor Booker,Washington Wizards,F,2013,72,45,222,1553.0,47,491,45,19,131,64,58,1.1,41,0,222,379
11,Martell Webster,Washington Wizards,F-G,2013,78,13,254,2157.0,105,759,15,11,150,97,58,1.67,41,146,108,222
12,Trevor Ariza,Washington Wizards,F,2013,77,77,389,2723.0,149,1107,20,46,179,191,132,1.45,126,180,209,475
13,Al Harrington,Washington Wizards,F,2013,34,0,82,511.0,27,225,0,10,72,28,34,0.82,14,34,48,80
14,Eric Maynor,Washington Wizards,G,2013,23,0,21,215.0,2,52,1,2,13,40,17,2.35,5,8,13,24
15,Andre Miller,Washington Wizards,G,2013,28,0,40,412.0,25,107,2,8,43,97,28,3.46,19,2,38,57
16,Kevin Seraphin,Washington Wizards,F-C,2013,53,1,111,578.0,27,249,26,14,103,17,41,0.41,3,0,111,128
17,Garrett Temple,Washington Wizards,G-F,2013,75,0,51,638.0,30,138,11,7,72,72,42,1.71,35,6,45,68
18,Marcin Gortat,Washington Wizards,C,2013,81,80,455,2655.0,157,1068,121,51,201,138,126,1.1,41,1,454,767
19,Nene,Washington Wizards,C-F,2013,53,37,299,1560.0,155,754,47,31,164,153,117,1.31,64,1,298,294
20,Jan Vesely,Washington Wizards,F,2013,33,1,48,470.0,8,104,19,10,64,10,22,0.45,26,0,48,113
21,Bradley Beal,Washington Wizards,G,2013,73,73,481,2530.0,149,1249,18,40,153,243,128,1.9,71,138,343,273
22,Doron Lamb,Orlando Magic,G,2013,53,0,63,695.0,29,191,1,6,54,43,27,1.59,11,36,27,49
23,Ronnie Price,Orlando Magic,G,2013,31,2,28,377.0,9,74,2,4,50,66,26,2.54,25,9,19,43
24,Adonis Thomas,Orlando Magic,G-F,2013,4,0,3,24.0,1,7,0,1,2,2,0,0.0,0,0,3,3
25,Jason Maxiell,Orlando Magic,F,2013,34,13,47,488.0,15,109,20,7,47,9,14,0.64,8,0,47,86
26,Arron Afflalo,Orlando Magic,G,2013,73,73,464,2552.0,274,1330,3,59,136,248,146,1.7,35,128,336,262
27,Solomon Jones,Orlando Magic,F,2013,11,0,6,85.0,2,14,2,1,12,2,2,1.0,2,0,6,16
28,Jeff Adrien,Charlotte Hornets,F,2013,25,0,22,256.0,13,57,15,3,35,7,8,0.88,7,0,22,88
29,E'Twaun Moore,Orlando Magic,G,2013,79,3,195,1506.0,52,499,13,29,106,112,55,2.04,60,57,138,136
30,Kemba Walker,Charlotte Hornets,G,2013,73,73,449,2614.0,282,1289,32,73,128,447,169,2.64,86,109,340,306
31,Chris Douglas-Roberts,Charlotte Hornets,G-F,2013,49,8,111,1016.0,66,339,16,11,61,51,36,1.42,29,51,60,119
32,Cartier Martin,Atlanta Hawks,F-G,2013,53,6,106,822.0,46,314,7,9,68,31,33,0.94,26,56,50,105
33,Jared Cunningham,Atlanta Hawks,G,2013,5,0,1,22.0,0,2,0,0,3,3,2,1.5,0,0,1,1
34,Pero Antic,Atlanta Hawks,C-F,2013,50,26,123,925.0,50,352,12,12,126,58,55,1.05,19,56,67,209
35,Paul Millsap,Atlanta Hawks,F,2013,74,73,483,2482.0,286,1328,78,69,210,232,185,1.25,129,76,407,627
36,DeMarre Carroll,Atlanta Hawks,F,2013,73,73,302,2341.0,109,810,21,35,188,134,79,1.7,108,97,205,403
37,Mike Muscala,Atlanta Hawks,F-C,2013,20,0,31,215.0,14,76,10,5,29,7,12,0.58,3,0,31,52
38,Dexter Pittman,Atlanta Hawks,C,2013,2,0,0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,3
39,Jeff Teague,Atlanta Hawks,G,2013,79,79,456,2542.0,318,1304,17,73,158,528,232,2.28,89,74,382,208
40,Dennis Schroder,Atlanta Hawks,G,2013,49,0,72,641.0,29,183,0,15,54,93,61,1.52,17,10,62,60
41,Gustavo Ayon,Atlanta Hawks,F-C,2013,26,14,52,429.0,8,112,10,14,47,28,29,0.97,25,0,52,125
42,Kyle Korver,Atlanta Hawks,G-F,2013,71,71,289,2408.0,87,850,24,13,147,208,102,2.04,70,185,104,282
43,Al Horford,Atlanta Hawks,C-F,2013,29,29,238,958.0,58,538,44,14,56,76,64,1.19,27,4,234,244
44,Mike Scott,Atlanta Hawks,F,2013,80,6,301,1482.0,103,767,7,27,121,75,79,0.95,30,62,239,284
45,Shelvin Mack,Atlanta Hawks,G,2013,73,11,209,1490.0,64,544,2,30,100,271,89,3.04,50,62,147,160
46,John Jenkins,Atlanta Hawks,G,2013,13,0,16,158.0,4,40,1,4,11,11,11,1.0,1,4,12,22
47,Jannero Pargo,Charlotte Hornets,G,2013,29,0,52,242.0,8,136,1,4,17,52,26,2.0,14,24,28,20
48,D.J. White,Charlotte Hornets,F,2013,2,0,0,10.0,0,0,0,0,1,0,0,0.0,1,0,0,2
49,Luke Ridnour,Charlotte Hornets,G,2013,25,2,42,378.0,4,100,6,1,37,54,20,2.7,9,12,30,35
50,Anthony Tolliver,Charlotte Hornets,F,2013,64,9,129,1298.0,33,393,15,7,82,42,23,1.83,19,102,27,168
51,Gerald Henderson,Charlotte Hornets,G,2013,77,77,403,2461.0,235,1081,32,38,159,199,113,1.76,51,40,363,310
52,Jeff Taylor,Charlotte Hornets,G-F,2013,26,8,82,629.0,26,208,5,19,62,22,25,0.88,13,18,64,60
53,Josh McRoberts,Charlotte Hornets,F-C,2013,78,78,247,2360.0,62,661,46,24,189,333,83,4.01,58,105,142,373
54,Gary Neal,Charlotte Hornets,G,2013,22,1,85,507.0,49,247,0,6,39,37,25,1.48,11,28,57,40
55,Brendan Haywood,Charlotte Hornets,C,2013,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
56,Al Jefferson,Charlotte Hornets,C,2013,73,73,700,2553.0,191,1594,79,74,176,155,124,1.25,67,3,697,792
57,Bismack Biyombo,Charlotte Hornets,C,2013,77,9,88,1072.0,46,222,86,21,124,8,40,0.2,7,0,88,366
58,Ramon Sessions,Charlotte Hornets,G,2013,55,7,190,1305.0,183,578,6,43,50,206,93,2.22,33,15,175,117
59,James Southerland,Charlotte Hornets,F,2013,1,0,0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0
60,Jameer Nelson,Orlando Magic,G,2013,68,68,294,2179.0,96,820,5,35,146,476,166,2.87,52,136,158,231
61,Nikola Vucevic,Orlando Magic,C,2013,57,57,353,1812.0,105,811,47,37,169,104,112,0.93,60,0,353,626
62,Tobias Harris,Orlando Magic,F,2013,61,36,332,1850.0,197,893,24,54,143,82,78,1.05,41,32,300,424
63,Jordan Hamilton,Denver Nuggets,G-F,2013,39,11,99,670.0,23,266,13,11,31,34,27,1.26,31,45,54,133
64,Ty Lawson,Denver Nuggets,G,2013,62,61,347,2222.0,324,1090,10,58,113,543,200,2.72,100,72,275,215
65,Evan Fournier,Denver Nuggets,G-F,2013,76,4,228,1503.0,93,638,7,28,179,112,100,1.12,34,89,139,202
66,Aaron Brooks,Denver Nuggets,G,2013,29,12,129,841.0,46,346,7,22,70,150,66,2.27,27,42,87,78
67,Darrell Arthur,Denver Nuggets,F,2013,68,1,162,1161.0,53,401,47,14,185,61,58,1.05,39,24,138,210
68,Andre Miller,Denver Nuggets,G,2013,30,2,66,570.0,35,176,7,14,32,100,33,3.03,15,9,57,73
69,Wilson Chandler,Denver Nuggets,F,2013,62,55,307,1927.0,110,846,31,32,193,114,79,1.44,46,122,185,294
70,Quincy Miller,Denver Nuggets,F,2013,52,16,94,789.0,39,257,32,17,70,26,48,0.54,22,30,64,147
71,Jan Vesely,Denver Nuggets,F,2013,21,0,41,306.0,11,93,16,7,57,11,14,0.79,27,0,41,78
72,A.J. Price,Minnesota Timberwolves,G,2013,28,0,19,99.0,0,44,0,0,5,13,7,1.86,1,6,13,10
73,Chase Budinger,Minnesota Timberwolves,F,2013,41,8,100,751.0,32,274,2,9,58,31,24,1.29,19,42,58,103
74,Corey Brewer,Minnesota Timberwolves,F,2013,81,81,388,2609.0,163,998,30,43,210,135,105,1.29,151,59,329,207
75,Alexey Shved,Minnesota Timberwolves,G,2013,63,0,76,664.0,68,250,16,15,36,68,48,1.42,26,30,46,81
76,Dante Cunningham,Minnesota Timberwolves,F,2013,81,7,236,1635.0,38,510,58,15,146,83,42,1.98,62,0,236,330
77,Kevin Martin,Minnesota Timberwolves,G,2013,68,68,440,2177.0,303,1298,6,54,123,121,106,1.14,66,115,325,203
78,Kevin Love,Minnesota Timberwolves,F-C,2013,77,77,650,2797.0,520,2010,35,63,136,341,196,1.74,59,190,460,963
79,Ronny Turiaf,Minnesota Timberwolves,C,2013,31,10,64,606.0,21,149,50,13,65,24,24,1.0,8,0,64,174
80,Robbie Hummel,Minnesota Timberwolves,F,2013,53,5,67,655.0,15,181,2,6,57,23,10,2.3,16,32,35,132
81,Derrick Williams,Minnesota Timberwolves,F,2013,11,0,19,162.0,14,54,4,4,9,1,6,0.17,4,2,17,26
82,Ricky Rubio,Minnesota Timberwolves,G,2013,82,82,255,2638.0,227,781,11,67,218,704,221,3.19,191,44,211,342
83,Luc Mbah a Moute,Minnesota Timberwolves,F,2013,55,2,72,807.0,37,184,9,19,50,21,36,0.58,21,3,69,119
84,J.J. Barea,Minnesota Timberwolves,G,2013,79,1,254,1471.0,79,660,0,43,129,303,125,2.42,26,73,181,154
85,Shabazz Muhammad,Minnesota Timberwolves,G-F,2013,37,0,57,290.0,26,143,1,15,24,6,16,0.38,8,3,54,53
86,Nikola Pekovic,Minnesota Timberwolves,C,2013,54,54,379,1663.0,186,944,23,70,129,50,84,0.6,30,0,379,468
87,Othyus Jeffers,Minnesota Timberwolves,G-F,2013,2,0,0,13.0,2,2,0,0,1,0,1,0.0,0,0,0,3
88,Gorgui Dieng,Minnesota Timberwolves,C,2013,60,15,113,818.0,59,286,50,21,108,39,54,0.72,30,1,112,300
89,Thomas Robinson,Portland Trail Blazers,F,2013,70,0,141,873.0,57,339,20,31,131,34,57,0.6,23,0,141,307
90,J.J. Hickson,Denver Nuggets,C-F,2013,69,52,332,1859.0,150,814,51,63,177,96,128,0.75,47,0,332,632
91,Randy Foye,Denver Nuggets,G,2013,81,78,361,2485.0,157,1068,39,43,205,287,145,1.98,67,189,172,232
92,Kenneth Faried,Denver Nuggets,F-C,2013,80,77,447,2178.0,202,1096,69,66,193,96,135,0.71,70,0,447,684
93,Timofey Mozgov,Denver Nuggets,C,2013,82,30,285,1770.0,196,770,100,51,213,62,122,0.51,27,4,281,528
94,Hedo Turkoglu,Orlando Magic,F,2013,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
95,Andrew Nicholson,Orlando Magic,F,2013,76,5,180,1174.0,47,435,23,13,150,25,51,0.49,18,28,152,255
96,Victor Oladipo,Orlando Magic,G,2013,80,44,392,2487.0,248,1106,37,90,210,327,256,1.28,129,74,318,329
97,Glen Davis,Orlando Magic,F-C,2013,45,43,232,1354.0,77,545,22,41,111,70,59,1.19,46,4,228,282
98,Dewayne Dedmon,Orlando Magic,C,2013,16,6,23,234.0,13,59,13,3,37,2,9,0.22,7,0,23,78
99,Maurice Harkless,Orlando Magic,F,2013,80,41,224,1950.0,85,592,50,44,140,80,86,0.93,97,59,165,264
100,Kyle O'Quinn,Orlando Magic,C,2013,69,19,186,1188.0,57,429,88,21,165,78,78,1.0,39,0,186,364
101,Jeremy Evans,Utah Jazz,F,2013,66,4,175,1209.0,51,401,46,23,139,44,40,1.1,42,0,175,310
102,Jamaal Tinsley,Utah Jazz,G,2013,8,5,4,110.0,0,9,0,2,10,23,9,2.56,2,1,3,11
103,John Lucas III,Utah Jazz,G,2013,42,6,62,591.0,10,159,0,4,41,42,22,1.91,14,25,37,39
104,Richard Jefferson,Utah Jazz,F,2013,82,78,294,2213.0,120,831,14,31,168,130,94,1.38,56,123,171,219
105,Mike Harris,Utah Jazz,F,2013,20,0,29,225.0,26,84,7,4,36,5,11,0.45,16,0,29,33
106,Rudy Gobert,Utah Jazz,C,2013,45,0,36,434.0,32,104,41,7,57,7,32,0.22,8,0,36,155
107,James Nunnally,Atlanta Hawks,F,2013,4,0,6,54.0,3,18,1,0,2,2,4,0.5,1,3,3,8
108,Brandon Rush,Utah Jazz,G-F,2013,38,0,30,418.0,3,79,9,5,31,24,20,1.2,5,16,14,44
109,Enes Kanter,Utah Jazz,C,2013,80,37,419,2138.0,149,987,42,73,230,75,144,0.52,28,0,419,598
110,Erik Murphy,Utah Jazz,F,2013,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
111,Alec Burks,Utah Jazz,G,2013,78,12,380,2193.0,279,1089,14,67,190,212,149,1.42,69,50,330,257
112,Malcolm Thomas,Utah Jazz,F,2013,7,0,6,48.0,0,13,1,0,5,2,8,0.25,0,1,5,12
113,Andris Biedrins,Utah Jazz,C,2013,6,0,1,45.0,1,3,0,0,6,0,2,0.0,0,0,1,17
114,Ian Clark,Utah Jazz,G,2013,23,0,26,172.0,5,68,2,5,24,15,14,1.07,8,11,15,19
115,Gordon Hayward,Utah Jazz,F,2013,77,77,426,2800.0,311,1248,40,54,155,400,212,1.89,110,85,341,391
116,Derrick Favors,Utah Jazz,F-C,2013,73,73,390,2201.0,190,970,108,67,236,91,129,0.71,75,0,390,637
117,Marvin Williams,Utah Jazz,F,2013,66,50,231,1674.0,57,603,31,17,151,78,53,1.47,54,84,147,334
118,Diante Garrett,Utah Jazz,G,2013,71,0,101,1048.0,10,248,5,13,75,120,75,1.6,41,36,65,97
119,JaVale McGee,Denver Nuggets,C,2013,5,5,17,79.0,1,35,7,3,16,2,8,0.25,1,0,17,17
120,Anthony Randolph,Denver Nuggets,F,2013,43,5,68,527.0,52,206,19,12,64,32,39,0.82,26,18,50,122
121,Nate Robinson,Denver Nuggets,G,2013,44,1,164,866.0,71,457,4,18,92,112,58,1.93,36,58,106,81
122,Trey Burke,Utah Jazz,G,2013,70,68,341,2262.0,102,895,6,29,145,396,131,3.02,42,111,230,208
123,Elton Brand,Atlanta Hawks,F-C,2013,73,15,179,1414.0,61,419,88,14,192,74,60,1.23,40,0,179,361
124,Lou Williams,Atlanta Hawks,G,2013,60,7,197,1445.0,152,625,4,20,65,210,92,2.28,45,79,118,124
125,Chris Bosh,Miami Heat,F,2013,79,79,492,2531.0,223,1281,78,32,192,87,125,0.7,80,74,418,522
126,Lance Thomas,New Orleans Pelicans,F,2013,5,0,2,42.0,2,6,0,4,4,3,2,1.5,0,0,2,7
127,Eric Gordon,New Orleans Pelicans,G,2013,64,64,356,2057.0,175,988,12,65,114,208,134,1.55,74,101,255,165
128,Greg Stiemsma,New Orleans Pelicans,C,2013,55,20,70,1007.0,19,159,57,10,169,36,44,0.82,35,0,70,226
129,Shannon Brown,San Antonio Spurs,G,2013,10,1,8,103.0,7,23,0,2,12,5,8,0.63,1,0,8,13
130,Tim Duncan,San Antonio Spurs,C-F,2013,74,74,444,2158.0,231,1119,139,67,134,220,159,1.38,43,0,444,721
131,Marco Belinelli,San Antonio Spurs,G-F,2013,80,25,337,2016.0,111,911,7,31,130,179,95,1.88,50,126,211,226
132,Danny Green,San Antonio Spurs,G-F,2013,68,59,218,1651.0,50,618,61,12,107,104,76,1.37,65,132,86,229
133,Boris Diaw,San Antonio Spurs,C-F,2013,79,24,302,1974.0,68,717,32,23,140,222,121,1.83,44,45,257,326
134,Cory Joseph,San Antonio Spurs,G,2013,68,19,126,936.0,79,343,14,18,84,114,43,2.65,35,12,114,107
135,Malcolm Thomas,San Antonio Spurs,F,2013,1,0,1,15.0,0,2,2,0,0,0,1,0.0,0,0,1,9
136,Damion James,San Antonio Spurs,F,2013,5,1,2,50.0,2,6,1,0,3,3,1,3.0,0,0,2,12
137,Tiago Splitter,San Antonio Spurs,C-F,2013,59,50,181,1271.0,121,483,31,43,117,90,75,1.2,29,0,181,363
138,Matt Bonner,San Antonio Spurs,C-F,2013,61,0,73,690.0,9,197,11,3,49,31,16,1.94,15,42,31,130
139,Austin Daye,San Antonio Spurs,F,2013,14,1,21,115.0,4,58,4,1,14,6,5,1.2,4,12,9,20
140,Manu Ginobili,San Antonio Spurs,G,2013,68,3,294,1550.0,160,838,17,32,128,293,139,2.11,70,90,204,202
141,Patty Mills,San Antonio Spurs,G,2013,81,2,309,1527.0,73,826,9,21,114,149,63,2.37,68,135,174,169
142,Tony Parker,San Antonio Spurs,G,2013,68,68,456,1997.0,197,1134,9,53,86,388,151,2.57,36,25,431,155
143,Aron Baynes,San Antonio Spurs,C-F,2013,53,4,71,491.0,19,161,5,17,77,34,36,0.94,2,0,71,145
144,Kawhi Leonard,San Antonio Spurs,F,2013,66,65,337,1923.0,101,844,50,34,127,133,80,1.66,114,69,268,412
145,Nando De Colo,San Antonio Spurs,G,2013,26,3,42,301.0,18,112,3,5,25,32,21,1.52,15,10,32,45
146,Othyus Jeffers,San Antonio Spurs,G-F,2013,4,1,3,34.0,1,7,0,0,2,1,0,0.0,0,0,3,6
147,Jeff Ayres,San Antonio Spurs,F-C,2013,73,10,101,952.0,38,240,25,17,146,60,63,0.95,13,0,101,258
148,Jeremy Lin,Houston Rockets,G,2013,71,33,295,2054.0,218,890,27,41,166,294,176,1.67,68,82,213,187
149,Terrence Jones,Houston Rockets,F,2013,76,71,386,2078.0,118,921,99,65,139,87,71,1.23,53,31,355,528
150,Josh Powell,Houston Rockets,F-C,2013,1,0,2,19.0,0,4,1,2,1,0,1,0.0,0,0,2,5
151,Robert Covington,Houston Rockets,F,2013,7,0,6,34.0,0,16,0,0,3,0,1,0.0,2,4,2,5
152,Chandler Parsons,Houston Rockets,F,2013,74,74,466,2783.0,164,1226,29,64,168,298,144,2.07,88,130,336,409
153,Tyreke Evans,New Orleans Pelicans,G,2013,72,22,391,2028.0,239,1042,21,103,155,363,175,2.07,84,21,370,341
154,Darius Miller,New Orleans Pelicans,F,2013,45,7,73,723.0,29,200,9,5,88,43,22,1.95,24,25,48,52
155,Brian Roberts,New Orleans Pelicans,G,2013,72,42,244,1667.0,125,677,7,30,132,234,95,2.46,43,64,180,136
156,Anthony Davis,New Orleans Pelicans,F-C,2013,67,66,522,2358.0,348,1394,189,68,200,105,109,0.96,89,2,520,673
157,Wayne Ellington,Dallas Mavericks,G,2013,45,1,55,393.0,10,145,2,5,33,19,11,1.73,16,25,30,43
158,Jose Calderon,Dallas Mavericks,G,2013,81,81,341,2468.0,52,925,11,16,136,377,103,3.66,69,191,150,192
159,Bernard James,Dallas Mavericks,C,2013,30,0,11,146.0,6,28,8,4,24,3,10,0.3,3,0,11,42
160,Shane Larkin,Dallas Mavericks,G,2013,48,0,52,489.0,16,132,1,12,46,71,39,1.82,26,12,40,42
161,DeJuan Blair,Dallas Mavericks,C-F,2013,78,13,210,1214.0,77,497,21,46,192,70,77,0.91,60,0,210,368
162,Ricky Ledo,Dallas Mavericks,G,2013,11,0,6,33.0,4,19,0,0,2,2,2,1.0,1,3,3,2
163,Dirk Nowitzki,Dallas Mavericks,F,2013,80,80,633,2628.0,338,1735,45,19,165,216,117,1.85,73,131,502,498
164,Brandan Wright,Dallas Mavericks,F-C,2013,58,0,224,1077.0,77,525,55,17,94,31,35,0.89,32,0,224,244
165,Samuel Dalembert,Dallas Mavericks,C,2013,80,68,214,1614.0,101,529,94,36,210,38,90,0.42,41,0,214,541
166,Jae Crowder,Dallas Mavericks,F,2013,78,8,130,1254.0,46,356,21,13,100,60,41,1.46,59,50,80,194
167,Gal Mekel,Dallas Mavericks,G,2013,31,1,30,292.0,8,73,1,9,31,63,31,2.03,4,5,25,27
168,Shawn Marion,Dallas Mavericks,F-G,2013,76,76,341,2409.0,51,791,37,28,125,124,95,1.31,90,58,283,497
169,Vince Carter,Dallas Mavericks,G-F,2013,81,0,330,1973.0,161,967,35,24,209,212,108,1.96,61,146,184,284
170,Greg Smith,Houston Rockets,F,2013,11,0,18,100.0,2,38,2,6,17,0,5,0.0,1,0,18,27
171,Anthony Morrow,New Orleans Pelicans,G,2013,76,9,238,1426.0,72,636,12,11,102,59,51,1.16,38,88,150,140
172,Arinze Onuaku,New Orleans Pelicans,F-C,2013,3,0,1,25.0,1,3,0,1,3,3,1,3.0,0,0,1,7
173,Ryan Anderson,New Orleans Pelicans,F,2013,22,14,155,795.0,59,436,7,13,47,17,20,0.85,10,67,88,142
174,Al-Farouq Aminu,New Orleans Pelicans,F,2013,80,65,234,2045.0,91,572,38,48,147,114,88,1.3,82,13,221,496
175,Jrue Holiday,New Orleans Pelicans,G,2013,34,34,203,1143.0,51,487,12,29,92,268,105,2.55,56,30,173,142
176,Jeff Withey,New Orleans Pelicans,C,2013,58,4,69,684.0,52,190,50,18,73,26,20,1.3,15,0,69,150
177,Jason Smith,New Orleans Pelicans,F-C,2013,31,27,131,830.0,39,301,29,21,100,29,28,1.04,11,0,131,181
178,Alexis Ajinca,New Orleans Pelicans,C,2013,56,30,136,951.0,56,328,46,15,187,40,63,0.63,23,0,136,277
179,James Southerland,New Orleans Pelicans,F,2013,3,0,5,27.0,1,14,2,0,3,0,1,0.0,1,3,2,8
180,Melvin Ely,New Orleans Pelicans,F-C,2013,2,0,3,27.0,0,6,1,0,5,0,0,0.0,0,0,3,1
181,Josh Childress,New Orleans Pelicans,F-G,2013,4,0,0,24.0,0,0,0,0,1,2,1,2.0,1,0,0,3
182,Luke Babbitt,New Orleans Pelicans,F,2013,27,2,60,473.0,14,170,11,8,52,29,15,1.93,7,36,24,88
183,Tyshawn Taylor,New Orleans Pelicans,G,2013,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
184,Lou Amundson,New Orleans Pelicans,F-C,2013,18,0,16,184.0,6,38,11,5,49,6,14,0.43,9,0,16,55
185,Austin Rivers,New Orleans Pelicans,G,2013,69,4,192,1339.0,110,530,9,50,134,160,77,2.08,45,36,156,129
186,LaMarcus Aldridge,Portland Trail Blazers,F,2013,69,69,652,2499.0,296,1603,68,41,147,178,123,1.45,63,3,649,765
187,Troy Daniels,Houston Rockets,G,2013,5,1,15,75.0,0,42,0,1,6,5,3,1.67,0,12,3,4
188,Dexter Pittman,Houston Rockets,C,2013,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
189,Will Bynum,Detroit Pistons,G,2013,56,3,184,1054.0,97,485,7,31,121,216,103,2.1,39,20,164,99
190,Greg Monroe,Detroit Pistons,C,2013,82,82,504,2690.0,241,1249,47,107,205,171,166,1.03,91,0,504,760
191,Josh Smith,Detroit Pistons,F,2013,77,76,517,2730.0,160,1264,110,40,197,252,199,1.27,105,70,447,520
192,Luigi Datome,Detroit Pistons,F,2013,34,0,34,238.0,8,83,1,0,20,11,11,1.0,6,7,27,46
193,Rodney Stuckey,Detroit Pistons,G,2013,73,5,372,1950.0,244,1012,10,49,131,152,125,1.22,54,24,348,169
194,Brandon Jennings,Detroit Pistons,G,2013,80,79,423,2728.0,241,1241,8,44,157,609,215,2.83,101,154,269,244
195,Tony Mitchell,Detroit Pistons,F,2013,21,0,5,79.0,11,22,3,4,9,2,4,0.5,6,1,4,26
196,Kentavious Caldwell-Pope,Detroit Pistons,G,2013,80,41,182,1583.0,47,470,12,17,145,55,28,1.96,75,59,123,156
197,Kyle Singler,Detroit Pistons,F,2013,82,36,269,2337.0,152,784,38,43,211,75,79,0.95,61,94,175,303
198,Josh Harrellson,Detroit Pistons,F-C,2013,32,0,38,317.0,5,93,15,3,44,15,10,1.5,6,12,26,76
199,James Jones,Miami Heat,G-F,2013,20,6,31,236.0,7,97,4,2,6,9,4,2.25,3,28,3,23
200,LeBron James,Miami Heat,F-G,2013,77,77,767,2902.0,439,2089,26,42,126,488,270,1.81,121,116,651,533
201,Dwyane Wade,Miami Heat,G,2013,54,53,415,1775.0,189,1028,29,24,106,252,161,1.57,79,9,406,241
202,Greg Oden,Miami Heat,C,2013,23,6,27,212.0,13,67,13,5,52,1,12,0.08,7,0,27,54
203,Ray Allen,Miami Heat,G,2013,73,9,240,1936.0,105,701,8,9,115,143,84,1.7,54,116,124,205
204,Roger Mason Jr.,Miami Heat,G,2013,25,2,25,260.0,7,74,1,0,26,19,9,2.11,6,17,8,22
205,Chris Andersen,Miami Heat,F-C,2013,72,0,177,1396.0,120,477,97,16,162,19,53,0.36,32,3,174,379
206,Toney Douglas,Miami Heat,G,2013,27,17,41,410.0,20,114,3,10,47,49,18,2.72,13,12,29,61
207,DeAndre Liggins,Miami Heat,G,2013,1,0,1,1.0,0,2,0,0,0,0,0,0.0,0,0,1,1
208,Rashard Lewis,Miami Heat,F,2013,60,6,98,971.0,26,268,8,6,90,57,35,1.63,53,46,52,110
209,Michael Beasley,Miami Heat,F,2013,55,2,177,831.0,61,436,21,18,93,42,57,0.74,23,21,156,172
210,Mario Chalmers,Miami Heat,G,2013,73,73,254,2178.0,121,716,16,39,210,357,162,2.2,119,87,167,214
211,Joel Anthony,Miami Heat,C,2013,12,0,2,37.0,2,6,4,0,4,0,1,0.0,0,0,2,7
212,Justin Hamilton,Miami Heat,C-F,2013,7,0,9,68.0,5,26,0,1,8,0,3,0.0,4,3,6,7
213,Shane Battier,Miami Heat,F,2013,73,56,105,1468.0,15,298,39,6,124,63,21,3.0,50,73,32,138
214,Udonis Haslem,Miami Heat,F,2013,46,18,74,653.0,25,173,15,10,79,13,24,0.54,11,0,74,175
215,Norris Cole,Miami Heat,G,2013,82,6,207,2014.0,53,527,5,36,156,248,127,1.95,77,60,147,160
216,Jonas Jerebko,Detroit Pistons,F,2013,64,0,98,741.0,43,270,6,8,85,39,43,0.91,21,31,67,175
217,Charlie Villanueva,Detroit Pistons,F,2013,20,0,35,180.0,8,92,5,3,16,6,7,0.86,4,14,21,34
218,Andre Drummond,Detroit Pistons,C,2013,81,81,479,2619.0,137,1095,131,44,273,35,110,0.32,101,0,479,1071
219,Chauncey Billups,Detroit Pistons,G,2013,19,7,24,309.0,10,72,1,2,25,42,25,1.68,8,14,10,28
220,Donatas Motiejunas,Houston Rockets,F-C,2013,62,3,131,952.0,58,341,21,21,132,34,49,0.69,20,21,110,225
221,Patrick Beverley,Houston Rockets,G,2013,56,55,199,1751.0,83,573,23,30,174,151,66,2.29,77,92,107,196
222,Jordan Hamilton,Houston Rockets,G-F,2013,21,1,48,349.0,17,138,7,1,36,18,19,0.95,13,25,23,61
223,Isaiah Canaan,Houston Rockets,G,2013,22,0,31,252.0,21,101,4,6,25,22,21,1.05,8,18,13,24
